isBest	lncRNA_gene	lncRNA_transcript	partnerRNA_gene	partnerRNA_transcript	direction	type	distance	subtype	location
0	XLOC_023118	TCONS_00047321	AT4G26555	AT4G26555.1	sense	genic	0	nested	exonic
1	AT3G54366	AT3G54366.1	AT3G54366	AT3G54366.1	sense	genic	0	containing	exonic
0	AT3G54366	AT3G54366.1	AT3G54360	AT3G54360.1	antisense	intergenic	918	divergent	upstream
0	AT3G54366	AT3G54366.1	AT3G54350	AT3G54350.1	antisense	intergenic	5905	divergent	upstream
0	AT3G54366	AT3G54366.1	AT3G54350	AT3G54350.4	antisense	intergenic	5988	divergent	upstream
0	AT3G54366	AT3G54366.1	AT3G54380	AT3G54380.1	antisense	intergenic	143	convergent	downstream
0	AT3G54366	AT3G54366.1	AT3G54380	AT3G54380.2	antisense	intergenic	144	convergent	downstream
0	AT3G54366	AT3G54366.1	AT3G54400	AT3G54400.1	antisense	intergenic	6275	convergent	downstream
0	AT3G54366	AT3G54366.1	AT3G54390	AT3G54390.2	antisense	intergenic	3988	convergent	downstream
0	AT3G54366	AT3G54366.1	AT3G54390	AT3G54390.1	antisense	intergenic	3827	convergent	downstream
0	AT3G54366	AT3G54366.1	AT3G54380	AT3G54380.3	antisense	intergenic	173	convergent	downstream
0	AT3G54366	AT3G54366.1	AT3G54363	AT3G54363.1	antisense	intergenic	351	divergent	upstream
0	AT3G54366	AT3G54366.1	AT3G54350	AT3G54350.2	antisense	intergenic	5966	divergent	upstream
0	AT3G54366	AT3G54366.1	AT3G54360	AT3G54360.2	antisense	intergenic	973	divergent	upstream
0	AT3G54366	AT3G54366.1	AT3G54350	AT3G54350.3	antisense	intergenic	5905	divergent	upstream
0	AT3G54366	AT3G54366.1	AT3G54350	AT3G54350.5	antisense	intergenic	6357	divergent	upstream
1	XLOC_014940	TCONS_00030688	AT3G06465	AT3G06465.1	sense	intergenic	21722	same_strand	downstream
0	XLOC_014940	TCONS_00030688	AT3G42725	AT3G42725.1	antisense	intergenic	29045	convergent	downstream
0	XLOC_014940	TCONS_00030688	AT3G42723	AT3G42723.1	antisense	intergenic	24588	convergent	downstream
1	XLOC_012675	TCONS_00025882	AT2G40715	AT2G40715.1	sense	genic	0	containing	exonic
0	XLOC_012675	TCONS_00025882	AT2G40710	AT2G40710.1	sense	genic	0	containing	exonic
0	XLOC_012675	TCONS_00025882	AT2G40690	AT2G40690.2	antisense	intergenic	4484	convergent	downstream
0	XLOC_012675	TCONS_00025882	AT2G40730	AT2G40730.1	sense	intergenic	3264	same_strand	downstream
0	XLOC_012675	TCONS_00025882	AT2G09175	AT2G09175.1	sense	intergenic	1300	same_strand	downstream
0	XLOC_012675	TCONS_00025882	AT2G09165	AT2G09165.1	antisense	genic	0	containing	exonic
0	XLOC_012675	TCONS_00025882	AT2G40690	AT2G40690.1	antisense	intergenic	4408	convergent	downstream
0	XLOC_012675	TCONS_00025882	AT2G40720	AT2G40720.1	antisense	intergenic	697	divergent	upstream
0	XLOC_012675	TCONS_00025882	AT2G40711	AT2G40711.2	sense	genic	0	containing	exonic
0	XLOC_012675	TCONS_00025882	AT2G09170	AT2G09170.1	antisense	genic	0	containing	exonic
0	XLOC_012675	TCONS_00025882	AT2G40700	AT2G40700.1	antisense	intergenic	1292	convergent	downstream
0	XLOC_012675	TCONS_00025882	AT2G40670	AT2G40670.1	antisense	intergenic	8829	convergent	downstream
0	XLOC_012675	TCONS_00025882	AT2G09160	AT2G09160.1	antisense	intergenic	159	convergent	downstream
0	XLOC_012675	TCONS_00025882	AT2G40690	AT2G40690.3	antisense	intergenic	4408	convergent	downstream
0	XLOC_012675	TCONS_00025882	AT2G40670	AT2G40670.2	antisense	intergenic	9708	convergent	downstream
0	XLOC_012675	TCONS_00025882	AT2G40711	AT2G40711.1	sense	genic	0	containing	exonic
1	XLOC_014740	TCONS_00030362	AT3G05395	AT3G05395.1	sense	genic	0	containing	exonic
0	XLOC_014740	TCONS_00030362	AT3G28130	AT3G28130.4	sense	intergenic	9037	same_strand	downstream
0	XLOC_014740	TCONS_00030362	AT3G28130	AT3G28130.5	sense	intergenic	9037	same_strand	downstream
0	XLOC_014740	TCONS_00030362	AT3G28150	AT3G28150.1	antisense	intergenic	4013	divergent	upstream
0	XLOC_014740	TCONS_00030362	AT3G05445	AT3G05445.1	antisense	intergenic	7353	convergent	downstream
0	XLOC_014740	TCONS_00030362	AT3G28140	AT3G28140.2	sense	intergenic	6577	same_strand	downstream
0	XLOC_014740	TCONS_00030362	AT3G28130	AT3G28130.2	sense	intergenic	9043	same_strand	downstream
0	XLOC_014740	TCONS_00030362	AT3G28130	AT3G28130.6	sense	intergenic	9037	same_strand	downstream
0	XLOC_014740	TCONS_00030362	AT3G28155	AT3G28155.2	antisense	intergenic	548	convergent	downstream
0	XLOC_014740	TCONS_00030362	AT3G28130	AT3G28130.3	sense	intergenic	9043	same_strand	downstream
0	XLOC_014740	TCONS_00030362	AT3G28140	AT3G28140.1	sense	intergenic	6442	same_strand	downstream
0	XLOC_014740	TCONS_00030362	AT3G28130	AT3G28130.1	sense	intergenic	9007	same_strand	downstream
0	XLOC_014740	TCONS_00030362	AT3G28155	AT3G28155.1	antisense	intergenic	367	convergent	downstream
0	XLOC_014740	TCONS_00030362	AT3G05385	AT3G05385.1	antisense	genic	0	containing	exonic
1	XLOC_004233	TCONS_00008687	AT1G02820	AT1G02820.1	sense	genic	0	nested	exonic
0	XLOC_004233	TCONS_00008687	AT1G02830	AT1G02830.1	sense	intergenic	517	same_strand	downstream
0	XLOC_004233	TCONS_00008687	AT1G02840	AT1G02840.4	antisense	intergenic	2116	divergent	upstream
0	XLOC_004233	TCONS_00008687	AT1G02840	AT1G02840.1	antisense	intergenic	2072	divergent	upstream
0	XLOC_004233	TCONS_00008687	AT1G02850	AT1G02850.5	antisense	intergenic	5807	divergent	upstream
0	XLOC_004233	TCONS_00008687	AT1G02840	AT1G02840.5	antisense	intergenic	2174	divergent	upstream
0	XLOC_004233	TCONS_00008687	AT1G02840	AT1G02840.2	antisense	intergenic	2213	divergent	upstream
0	XLOC_004233	TCONS_00008687	AT1G02810	AT1G02810.1	antisense	intergenic	3327	convergent	downstream
0	XLOC_004233	TCONS_00008687	AT1G02850	AT1G02850.4	antisense	intergenic	5938	divergent	upstream
0	XLOC_004233	TCONS_00008687	AT1G02816	AT1G02816.1	antisense	intergenic	775	convergent	downstream
0	XLOC_004233	TCONS_00008687	AT1G02850	AT1G02850.1	antisense	intergenic	5807	divergent	upstream
0	XLOC_004233	TCONS_00008687	AT1G02850	AT1G02850.3	antisense	intergenic	5807	divergent	upstream
0	XLOC_004233	TCONS_00008687	AT1G02800	AT1G02800.1	sense	intergenic	7598	same_strand	upstream
0	XLOC_004233	TCONS_00008687	AT1G02850	AT1G02850.2	antisense	intergenic	5807	divergent	upstream
0	XLOC_004233	TCONS_00008687	AT1G02813	AT1G02813.1	antisense	intergenic	2500	convergent	downstream
0	XLOC_004233	TCONS_00008687	AT1G02840	AT1G02840.3	antisense	intergenic	2118	divergent	upstream
1	XLOC_022143	TCONS_00045163	AT4G10750	AT4G10750.1	antisense	genic	0	overlapping	exonic
0	XLOC_022143	TCONS_00045163	AT4G10760	AT4G10760.1	sense	genic	0	overlapping	exonic
0	XLOC_022143	TCONS_00045163	AT4G10740	AT4G10740.1	sense	intergenic	1035	same_strand	upstream
0	XLOC_022143	TCONS_00045163	AT4G10720	AT4G10720.2	antisense	intergenic	9902	convergent	downstream
0	XLOC_022143	TCONS_00045163	AT4G10767	AT4G10767.1	antisense	intergenic	6902	divergent	upstream
0	XLOC_022143	TCONS_00045163	AT4G10770	AT4G10770.2	sense	intergenic	8286	same_strand	downstream
0	XLOC_022143	TCONS_00045163	AT4G05810	AT4G05810.1	antisense	intergenic	5005	convergent	downstream
0	XLOC_022143	TCONS_00045163	AT4G10770	AT4G10770.1	sense	intergenic	8280	same_strand	downstream
0	XLOC_022143	TCONS_00045163	AT4G05815	AT4G05815.1	sense	genic	0	containing	exonic
0	XLOC_022143	TCONS_00045163	AT4G10730	AT4G10730.2	sense	intergenic	4574	same_strand	upstream
0	XLOC_022143	TCONS_00045163	AT4G10720	AT4G10720.1	antisense	intergenic	9902	convergent	downstream
0	XLOC_022143	TCONS_00045163	AT4G10730	AT4G10730.1	sense	intergenic	4574	same_strand	upstream
1	XLOC_022952	TCONS_00046949	AT4G07135	AT4G07135.1	sense	genic	0	nested	exonic
0	XLOC_022952	TCONS_00046949	AT4G23560	AT4G23560.1	sense	intergenic	2944	same_strand	upstream
0	XLOC_022952	TCONS_00046949	AT4G23570	AT4G23570.3	antisense	intergenic	740	divergent	upstream
0	XLOC_022952	TCONS_00046949	AT4G07160	AT4G07160.1	antisense	intergenic	6704	divergent	upstream
0	XLOC_022952	TCONS_00046949	AT4G07150	AT4G07150.1	sense	intergenic	6555	same_strand	downstream
0	XLOC_022952	TCONS_00046949	AT4G23550	AT4G23550.1	antisense	intergenic	5436	convergent	downstream
0	XLOC_022952	TCONS_00046949	AT4G23580	AT4G23580.1	sense	intergenic	5108	same_strand	downstream
0	XLOC_022952	TCONS_00046949	AT4G07145	AT4G07145.1	sense	genic	0	containing	exonic
0	XLOC_022952	TCONS_00046949	AT4G23590	AT4G23590.1	antisense	intergenic	7988	divergent	upstream
0	XLOC_022952	TCONS_00046949	AT4G23570	AT4G23570.1	antisense	intergenic	611	divergent	upstream
0	XLOC_022952	TCONS_00046949	AT4G23570	AT4G23570.2	antisense	intergenic	611	divergent	upstream
1	XLOC_030756	TCONS_00062937	AT5G66045	at5g66045	sense	genic	0	containing	exonic
0	XLOC_030756	TCONS_00062937	AT5G66052	AT5G66052.1	antisense	intergenic	4331	divergent	upstream
0	XLOC_030756	TCONS_00062937	AT5G66040	AT5G66040.1	antisense	intergenic	225	convergent	downstream
0	XLOC_030756	TCONS_00062937	AT5G66053	AT5G66053.1	sense	intergenic	4866	same_strand	downstream
0	XLOC_030756	TCONS_00062937	AT5G66070	AT5G66070.2	antisense	intergenic	9892	divergent	upstream
0	XLOC_030756	TCONS_00062937	AT5G66030	AT5G66030.3	sense	intergenic	1260	same_strand	upstream
0	XLOC_030756	TCONS_00062937	AT5G66060	AT5G66060.1	antisense	intergenic	7583	divergent	upstream
0	XLOC_030756	TCONS_00062937	AT5G66055	AT5G66055.2	sense	intergenic	5361	same_strand	downstream
0	XLOC_030756	TCONS_00062937	AT5G66050	AT5G66050.1	sense	intergenic	293	same_strand	downstream
0	XLOC_030756	TCONS_00062937	AT5G66055	AT5G66055.1	sense	intergenic	5361	same_strand	downstream
0	XLOC_030756	TCONS_00062937	AT5G66050	AT5G66050.3	sense	intergenic	1	same_strand	downstream
0	XLOC_030756	TCONS_00062937	AT5G66030	AT5G66030.1	sense	intergenic	1225	same_strand	upstream
0	XLOC_030756	TCONS_00062937	AT5G66030	AT5G66030.2	sense	intergenic	1692	same_strand	upstream
0	XLOC_030756	TCONS_00062937	AT5G66020	AT5G66020.1	sense	intergenic	6855	same_strand	upstream
0	XLOC_030756	TCONS_00062937	AT5G66070	AT5G66070.5	antisense	intergenic	9964	divergent	upstream
0	XLOC_030756	TCONS_00062937	AT5G66060	AT5G66060.2	antisense	intergenic	7686	divergent	upstream
0	XLOC_030756	TCONS_00062937	AT5G66030	AT5G66030.4	sense	intergenic	1285	same_strand	upstream
0	XLOC_030756	TCONS_00062937	AT5G66050	AT5G66050.4	sense	intergenic	295	same_strand	downstream
0	XLOC_030756	TCONS_00062937	AT5G66040	AT5G66040.2	antisense	intergenic	228	convergent	downstream
0	XLOC_030756	TCONS_00062937	AT5G09565	AT5G09565.1	sense	intergenic	4337	same_strand	downstream
0	XLOC_030756	TCONS_00062937	AT5G66070	AT5G66070.3	antisense	intergenic	9852	divergent	upstream
0	XLOC_030756	TCONS_00062937	AT5G66070	AT5G66070.1	antisense	intergenic	9815	divergent	upstream
0	XLOC_030756	TCONS_00062937	AT5G66050	AT5G66050.2	sense	intergenic	303	same_strand	downstream
0	XLOC_030756	TCONS_00062937	AT5G66070	AT5G66070.4	antisense	intergenic	9852	divergent	upstream
1	AT5G49615	AT5G49615.1	AT5G49615	AT5G49615.1	sense	genic	0	containing	exonic
0	AT5G49615	AT5G49615.1	AT5G49620	AT5G49620.2	antisense	intergenic	2610	convergent	downstream
0	AT5G49615	AT5G49615.1	AT5G49620	AT5G49620.1	antisense	intergenic	2428	convergent	downstream
0	AT5G49615	AT5G49615.1	AT5G49580	AT5G49580.3	antisense	intergenic	7316	divergent	upstream
0	AT5G49615	AT5G49615.1	AT5G49600	AT5G49600.1	sense	intergenic	2905	same_strand	downstream
0	AT5G49615	AT5G49615.1	AT5G49630	AT5G49630.1	antisense	intergenic	7644	convergent	downstream
0	AT5G49615	AT5G49615.1	AT5G49610	AT5G49610.1	antisense	intergenic	1456	divergent	upstream
0	AT5G49615	AT5G49615.1	AT5G49580	AT5G49580.1	antisense	intergenic	6691	divergent	upstream
0	AT5G49615	AT5G49615.1	AT5G49590	AT5G49590.1	sense	intergenic	4646	same_strand	downstream
0	AT5G49615	AT5G49615.1	AT5G49580	AT5G49580.2	antisense	intergenic	6727	divergent	upstream
1	XLOC_027419	TCONS_00056204	AT5G00765	AT5G00765.1	sense	genic	0	containing	exonic
0	XLOC_027419	TCONS_00056204	AT5G01380	AT5G01380.1	sense	intergenic	8779	same_strand	downstream
0	XLOC_027419	TCONS_00056204	AT5G01340	AT5G01340.1	sense	intergenic	1760	same_strand	upstream
0	XLOC_027419	TCONS_00056204	AT5G01360	AT5G01360.1	sense	intergenic	585	same_strand	downstream
0	XLOC_027419	TCONS_00056204	AT5G01370	AT5G01370.1	antisense	intergenic	5615	divergent	upstream
0	XLOC_027419	TCONS_00056204	AT5G00760	AT5G00760.1	sense	intergenic	246	same_strand	upstream
0	XLOC_027419	TCONS_00056204	AT5G01350	AT5G01350.1	sense	genic	0	nested	intronic
0	XLOC_027419	TCONS_00056204	AT5G01365	AT5G01365.1	sense	intergenic	3524	same_strand	downstream
0	XLOC_027419	TCONS_00056204	AT5G00755	AT5G00755.1	sense	intergenic	3990	same_strand	upstream
0	XLOC_027419	TCONS_00056204	AT5G01360	AT5G01360.2	sense	intergenic	586	same_strand	downstream
0	XLOC_027419	TCONS_00056204	AT5G00750	AT5G00750.1	sense	intergenic	4134	same_strand	upstream
1	XLOC_005269	TCONS_00011022	AT1G05543	AT1G05543.1	antisense	genic	0	nested	exonic
0	XLOC_005269	TCONS_00011022	AT1G20375	at1g20375	antisense	intergenic	8664	divergent	upstream
0	XLOC_005269	TCONS_00011022	AT1G20350	AT1G20350.1	antisense	intergenic	4554	convergent	downstream
0	XLOC_005269	TCONS_00011022	AT1G20340	AT1G20340.1	sense	intergenic	5754	same_strand	upstream
0	XLOC_005269	TCONS_00011022	AT1G20330	AT1G20330.1	sense	intergenic	8915	same_strand	upstream
0	XLOC_005269	TCONS_00011022	AT1G05547	AT1G05547.1	antisense	intergenic	1301	divergent	upstream
0	XLOC_005269	TCONS_00011022	AT1G20370	AT1G20370.1	sense	intergenic	2047	same_strand	downstream
0	XLOC_005269	TCONS_00011022	AT1G20360	AT1G20360.1	sense	intergenic	1402	same_strand	upstream
0	XLOC_005269	TCONS_00011022	AT1G05537	AT1G05537.1	sense	intergenic	2768	same_strand	upstream
1	XLOC_030326	TCONS_00062001	AT5G58540	AT5G58540.2	antisense	genic	0	overlapping	exonic
0	XLOC_030326	TCONS_00062001	AT5G08840	AT5G08840.1	antisense	intergenic	7846	divergent	upstream
0	XLOC_030326	TCONS_00062001	AT5G58530	AT5G58530.1	antisense	intergenic	1603	convergent	downstream
0	XLOC_030326	TCONS_00062001	AT5G58520	AT5G58520.1	antisense	intergenic	4819	convergent	downstream
0	XLOC_030326	TCONS_00062001	AT5G58550	AT5G58550.1	sense	intergenic	83	same_strand	downstream
0	XLOC_030326	TCONS_00062001	AT5G58560	AT5G58560.1	antisense	intergenic	5055	divergent	upstream
0	XLOC_030326	TCONS_00062001	AT5G58575	AT5G58575.2	antisense	intergenic	8628	divergent	upstream
0	XLOC_030326	TCONS_00062001	AT5G58540	AT5G58540.1	antisense	genic	0	overlapping	exonic
0	XLOC_030326	TCONS_00062001	AT5G58575	AT5G58575.1	antisense	intergenic	8321	divergent	upstream
0	XLOC_030326	TCONS_00062001	AT5G58540	AT5G58540.3	antisense	genic	0	overlapping	exonic
0	XLOC_030326	TCONS_00062001	AT5G58570	AT5G58570.1	sense	intergenic	7483	same_strand	downstream
0	XLOC_030326	TCONS_00062001	AT5G58510	AT5G58510.2	sense	intergenic	8523	same_strand	upstream
0	XLOC_030326	TCONS_00062001	AT5G58510	AT5G58510.1	sense	intergenic	8453	same_strand	upstream
0	XLOC_030326	TCONS_00062001	AT5G08835	AT5G08835.1	sense	genic	0	containing	exonic
1	XLOC_010640	TCONS_00021963	AT2G01023	AT2G01023.1	sense	intergenic	13132	same_strand	upstream
0	XLOC_010640	TCONS_00021963	AT2G01020	AT2G01020.1	antisense	intergenic	16954	convergent	downstream
0	XLOC_010640	TCONS_00021963	AT2G01010	AT2G01010.1	antisense	intergenic	17386	convergent	downstream
0	XLOC_010640	TCONS_00021963	AT2G01008	AT2G01008.1	antisense	intergenic	19726	convergent	downstream
0	XLOC_010640	TCONS_00021963	AT2G01021	AT2G01021.1	antisense	intergenic	16227	convergent	downstream
0	XLOC_010640	TCONS_00021963	AT2G03855	at2g03855	antisense	intergenic	19723	convergent	downstream
1	AT4G03935	AT4G03935.1	AT4G03935	AT4G03935.2	sense	genic	0	containing	exonic
0	AT4G03935	AT4G03935.1	AT4G03940	AT4G03940.1	antisense	intergenic	3909	divergent	upstream
0	AT4G03935	AT4G03935.1	AT4G03945	AT4G03945.1	antisense	intergenic	8157	divergent	upstream
0	AT4G03935	AT4G03935.1	AT4G03935	AT4G03935.1	sense	genic	0	containing	exonic
0	AT4G03935	AT4G03935.1	AT4G03950	AT4G03950.1	antisense	intergenic	9803	divergent	upstream
0	AT4G03935	AT4G03935.1	AT4G03945	AT4G03945.2	antisense	intergenic	8173	divergent	upstream
0	AT4G03935	AT4G03935.1	AT4G03935	AT4G03935.3	sense	genic	0	containing	exonic
0	AT4G03935	AT4G03935.1	AT4G03930	AT4G03930.1	antisense	intergenic	707	divergent	upstream
1	XLOC_029374	TCONS_00060201	AT5G42300	AT5G42300.1	sense	intergenic	1421	same_strand	downstream
0	XLOC_029374	TCONS_00060201	AT5G42320	AT5G42320.1	sense	intergenic	8331	same_strand	downstream
0	XLOC_029374	TCONS_00060201	AT5G42270	AT5G42270.1	antisense	intergenic	4464	convergent	downstream
0	XLOC_029374	TCONS_00060201	AT5G42260	AT5G42260.1	antisense	intergenic	9441	convergent	downstream
0	XLOC_029374	TCONS_00060201	AT5G42280	AT5G42280.2	sense	intergenic	1699	same_strand	upstream
0	XLOC_029374	TCONS_00060201	AT5G42280	AT5G42280.1	sense	intergenic	1751	same_strand	upstream
0	XLOC_029374	TCONS_00060201	AT5G42320	AT5G42320.2	sense	intergenic	8493	same_strand	downstream
0	XLOC_029374	TCONS_00060201	AT5G42290	AT5G42290.1	antisense	intergenic	1422	divergent	upstream
0	XLOC_029374	TCONS_00060201	AT5G42310	AT5G42310.1	antisense	intergenic	5570	divergent	upstream
1	XLOC_010504	TCONS_00021655	AT2G46140	AT2G46140.1	sense	genic	0	containing	exonic
0	XLOC_010504	TCONS_00021655	AT2G46180	AT2G46180.1	antisense	intergenic	6624	convergent	downstream
0	XLOC_010504	TCONS_00021655	AT2G46080	AT2G46080.1	antisense	intergenic	8787	divergent	upstream
0	XLOC_010504	TCONS_00021655	AT2G46090	AT2G46090.1	sense	intergenic	5632	same_strand	downstream
0	XLOC_010504	TCONS_00021655	AT2G46130	AT2G46130.2	sense	intergenic	982	same_strand	downstream
0	XLOC_010504	TCONS_00021655	AT2G46160	AT2G46160.2	sense	intergenic	2438	same_strand	upstream
0	XLOC_010504	TCONS_00021655	AT2G46150	AT2G46150.1	sense	intergenic	638	same_strand	upstream
0	XLOC_010504	TCONS_00021655	AT2G46120	AT2G46120.1	sense	intergenic	2194	same_strand	downstream
0	XLOC_010504	TCONS_00021655	AT2G46170	AT2G46170.1	sense	intergenic	4423	same_strand	upstream
0	XLOC_010504	TCONS_00021655	AT2G46160	AT2G46160.1	sense	intergenic	2098	same_strand	upstream
0	XLOC_010504	TCONS_00021655	AT2G46130	AT2G46130.1	sense	intergenic	982	same_strand	downstream
0	XLOC_010504	TCONS_00021655	AT2G46170	AT2G46170.2	sense	intergenic	4668	same_strand	upstream
0	XLOC_010504	TCONS_00021655	AT2G46110	AT2G46110.1	antisense	intergenic	2325	divergent	upstream
0	XLOC_010504	TCONS_00021655	AT2G46100	AT2G46100.2	sense	intergenic	4288	same_strand	downstream
0	XLOC_010504	TCONS_00021655	AT2G46100	AT2G46100.1	sense	intergenic	4288	same_strand	downstream
1	XLOC_022880	TCONS_00046809	AT4G22550	AT4G22550.1	sense	intergenic	173	same_strand	downstream
0	XLOC_022880	TCONS_00046809	AT4G22540	AT4G22540.4	sense	intergenic	4512	same_strand	upstream
0	XLOC_022880	TCONS_00046809	AT4G22570	AT4G22570.1	sense	intergenic	4290	same_strand	downstream
0	XLOC_022880	TCONS_00046809	AT4G22540	AT4G22540.5	sense	intergenic	2449	same_strand	upstream
0	XLOC_022880	TCONS_00046809	AT4G22560	AT4G22560.1	antisense	intergenic	2304	divergent	upstream
0	XLOC_022880	TCONS_00046809	AT4G22530	AT4G22530.2	sense	intergenic	8464	same_strand	upstream
0	XLOC_022880	TCONS_00046809	AT4G22540	AT4G22540.2	sense	intergenic	4512	same_strand	upstream
0	XLOC_022880	TCONS_00046809	AT4G22520	AT4G22520.1	antisense	intergenic	9920	convergent	downstream
0	XLOC_022880	TCONS_00046809	AT4G22540	AT4G22540.6	sense	intergenic	4098	same_strand	upstream
0	XLOC_022880	TCONS_00046809	AT4G22540	AT4G22540.3	sense	intergenic	4523	same_strand	upstream
0	XLOC_022880	TCONS_00046809	AT4G22540	AT4G22540.1	sense	intergenic	2415	same_strand	upstream
0	XLOC_022880	TCONS_00046809	AT4G22530	AT4G22530.1	sense	intergenic	8464	same_strand	upstream
0	XLOC_022880	TCONS_00046809	AT4G22570	AT4G22570.2	sense	intergenic	4290	same_strand	downstream
1	XLOC_028744	TCONS_00059098	AT5G25755	AT5G25755.1	sense	genic	0	containing	exonic
0	XLOC_028744	TCONS_00059098	AT5G25630	AT5G25630.3	antisense	intergenic	8151	convergent	downstream
0	XLOC_028744	TCONS_00059098	AT5G25770	AT5G25770.1	sense	intergenic	5346	same_strand	downstream
0	XLOC_028744	TCONS_00059098	AT5G04085	AT5G04085.1	sense	intergenic	8597	same_strand	downstream
0	XLOC_028744	TCONS_00059098	AT5G25630	AT5G25630.1	antisense	intergenic	8151	convergent	downstream
0	XLOC_028744	TCONS_00059098	AT5G04055	AT5G04055.1	antisense	genic	0	containing	exonic
0	XLOC_028744	TCONS_00059098	AT5G04105	AT5G04105.1	sense	intergenic	8939	same_strand	downstream
0	XLOC_028744	TCONS_00059098	AT5G25756	AT5G25756.1	sense	genic	0	containing	exonic
0	XLOC_028744	TCONS_00059098	AT5G25630	AT5G25630.2	antisense	intergenic	8435	convergent	downstream
0	XLOC_028744	TCONS_00059098	AT5G25770	AT5G25770.3	sense	intergenic	5346	same_strand	downstream
0	XLOC_028744	TCONS_00059098	AT5G25754	AT5G25754.1	antisense	intergenic	553	convergent	downstream
0	XLOC_028744	TCONS_00059098	AT5G25640	AT5G25640.1	sense	intergenic	6719	same_strand	upstream
0	XLOC_028744	TCONS_00059098	AT5G04065	AT5G04065.1	sense	genic	0	containing	exonic
0	XLOC_028744	TCONS_00059098	AT5G04075	AT5G04075.1	antisense	genic	0	containing	exonic
0	XLOC_028744	TCONS_00059098	AT5G25757	AT5G25757.1	sense	intergenic	1276	same_strand	downstream
0	XLOC_028744	TCONS_00059098	AT5G25750	AT5G25750.1	antisense	intergenic	6749	convergent	downstream
0	XLOC_028744	TCONS_00059098	AT5G25780	AT5G25780.1	sense	intergenic	9378	same_strand	downstream
0	XLOC_028744	TCONS_00059098	AT5G25770	AT5G25770.2	sense	intergenic	5346	same_strand	downstream
0	XLOC_028744	TCONS_00059098	AT5G25760	AT5G25760.1	antisense	intergenic	3786	divergent	upstream
0	XLOC_028744	TCONS_00059098	AT5G25760	AT5G25760.2	antisense	intergenic	3826	divergent	upstream
0	XLOC_028744	TCONS_00059098	AT5G25755	AT5G25755.2	sense	genic	0	containing	exonic
1	XLOC_007708	TCONS_00015771	AT1G73350	AT1G73350.6	sense	genic	0	containing	exonic
0	XLOC_007708	TCONS_00015771	AT1G73350	AT1G73350.2	sense	genic	0	containing	exonic
0	XLOC_007708	TCONS_00015771	AT1G09377	AT1G09377.1	antisense	intergenic	797	divergent	upstream
0	XLOC_007708	TCONS_00015771	AT1G73350	AT1G73350.4	sense	genic	0	containing	exonic
0	XLOC_007708	TCONS_00015771	AT1G73370	AT1G73370.1	sense	intergenic	7068	same_strand	downstream
0	XLOC_007708	TCONS_00015771	AT1G73340	AT1G73340.1	antisense	genic	0	overlapping	exonic
0	XLOC_007708	TCONS_00015771	AT1G73350	AT1G73350.1	sense	genic	0	containing	exonic
0	XLOC_007708	TCONS_00015771	AT1G73370	AT1G73370.3	sense	intergenic	7128	same_strand	downstream
0	XLOC_007708	TCONS_00015771	AT1G73370	AT1G73370.2	sense	intergenic	7129	same_strand	downstream
0	XLOC_007708	TCONS_00015771	AT1G73330	AT1G73330.1	sense	intergenic	5437	same_strand	upstream
0	XLOC_007708	TCONS_00015771	AT1G73350	AT1G73350.3	sense	genic	0	containing	exonic
0	XLOC_007708	TCONS_00015771	AT1G73350	AT1G73350.5	sense	genic	0	containing	exonic
0	XLOC_007708	TCONS_00015771	AT1G73360	AT1G73360.1	sense	intergenic	1125	same_strand	downstream
0	XLOC_007708	TCONS_00015771	AT1G73350	AT1G73350.7	sense	genic	0	containing	exonic
0	XLOC_007708	TCONS_00015771	AT1G73325	AT1G73325.1	sense	intergenic	6979	same_strand	upstream
0	XLOC_007708	TCONS_00015771	AT1G73320	AT1G73320.2	sense	intergenic	8050	same_strand	upstream
0	XLOC_007708	TCONS_00015771	AT1G73320	AT1G73320.1	sense	intergenic	8038	same_strand	upstream
1	XLOC_010076	TCONS_00020688	AT2G39175	at2g39175	sense	genic	0	containing	exonic
0	XLOC_010076	TCONS_00020688	AT2G39180	AT2G39180.1	antisense	intergenic	2735	convergent	downstream
0	XLOC_010076	TCONS_00020688	AT2G39170	AT2G39170.1	antisense	intergenic	3439	divergent	upstream
0	XLOC_010076	TCONS_00020688	AT2G39190	AT2G39190.2	sense	intergenic	8552	same_strand	upstream
0	XLOC_010076	TCONS_00020688	AT2G39140	AT2G39140.2	sense	intergenic	6774	same_strand	downstream
0	XLOC_010076	TCONS_00020688	AT2G39140	AT2G39140.1	sense	intergenic	6331	same_strand	downstream
0	XLOC_010076	TCONS_00020688	AT2G39160	AT2G39160.1	antisense	intergenic	5563	divergent	upstream
0	XLOC_010076	TCONS_00020688	AT2G09010	AT2G09010.1	antisense	intergenic	205	divergent	upstream
0	XLOC_010076	TCONS_00020688	AT2G39190	AT2G39190.1	sense	intergenic	8552	same_strand	upstream
1	XLOC_006135	TCONS_00012667	AT1G37150	AT1G37150.7	sense	intergenic	1165	same_strand	upstream
0	XLOC_006135	TCONS_00012667	AT1G37150	AT1G37150.6	sense	intergenic	1809	same_strand	upstream
0	XLOC_006135	TCONS_00012667	AT1G37150	AT1G37150.3	sense	intergenic	1809	same_strand	upstream
0	XLOC_006135	TCONS_00012667	AT1G37150	AT1G37150.9	sense	intergenic	1813	same_strand	upstream
