t_id_prev	g_id_prev	t_id_new	g_id_new	exon_count	length	class_code
MSTRG.17412.1	MSTRG.17412	TCONS_00050238	XLOC_024511	2	2038	k
AT5G11740.1	MSTRG.17412	AT5G11740.1	AT5G11740	1	1375	=
AT5G01885.1	MSTRG.17413	AT5G01885.1	AT5G01885	1	383	=
AT5G11750.2	MSTRG.17414	AT5G11750.2	AT5G11750	4	1161	=
AT5G11750.1	MSTRG.17414	AT5G11750.1	AT5G11750	5	1089	=
AT5G11760.1	MSTRG.17415	AT5G11760.1	AT5G11760	2	961	=
AT5G11780.1	MSTRG.17417	AT5G11780.1	AT5G11780	5	1832	=
AT5G11790.2	MSTRG.17418	AT5G11790.2	AT5G11790	11	2727	=
AT5G11790.1	MSTRG.17418	AT5G11790.1	AT5G11790	11	2029	=
MSTRG.17418.3	MSTRG.17418	TCONS_00050247	XLOC_024516	11	2017	k
at5g01915	MSTRG.17418	at5g01915	AT5G01915	1	503	c
AT5G11810.1	MSTRG.17420	AT5G11810.1	AT5G11810	6	1290	=
AT5G11870.2	MSTRG.17425	AT5G11870.2	AT5G11870	7	1323	=
AT5G11870.1	MSTRG.17425	AT5G11870.1	AT5G11870	6	1351	=
AT5G11890.1	MSTRG.17427	AT5G11890.1	AT5G11890	1	1652	=
AT5G11900.1	MSTRG.17428	AT5G11900.1	AT5G11900	7	1168	=
MSTRG.17428.2	MSTRG.17428	TCONS_00050254	XLOC_024520	8	1129	j
AT5G11920.3	AT5G11920	AT5G11920.3	AT5G11920	6	2300	=
AT5G11920.1	AT5G11920	AT5G11920.1	AT5G11920	7	2030	=
AT5G11920.2	AT5G11920	AT5G11920.2	AT5G11920	6	1681	=
AT5G11940.1	AT5G11940	AT5G11940.1	AT5G11940	9	2289	=
AT5G11950.3	MSTRG.17430	AT5G11950.3	AT5G11950	8	1270	=
AT5G11950.4	MSTRG.17430	AT5G11950.4	AT5G11950	6	1731	=
AT5G11950.2	MSTRG.17430	AT5G11950.2	AT5G11950	8	1278	=
AT5G11950.1	MSTRG.17430	AT5G11950.1	AT5G11950	7	1187	=
AT5G11975.1	MSTRG.17433	AT5G11975.1	AT5G11975	2	354	=
at5g11977	AT5G11977	at5g11977	AT5G11977	1	107	=
AT5G12040.1	MSTRG.17440	AT5G12040.1	AT5G12040	10	1628	=
AT5G12040.2	MSTRG.17440	AT5G12040.2	AT5G12040	9	1631	=
AT5G12050.1	MSTRG.17441	AT5G12050.1	AT5G12050	1	1609	=
AT5G12090.1	AT5G12090	AT5G12090.1	AT5G12090	2	1110	=
AT5G12100.1	MSTRG.17443	AT5G12100.1	AT5G12100	1	2834	=
AT5G12110.1	MSTRG.17444	AT5G12110.1	AT5G12110	6	1866	=
AT5G12130.1	MSTRG.17446	AT5G12130.1	AT5G12130	14	1671	=
MSTRG.17446.2	MSTRG.17446	TCONS_00050272	XLOC_024531	14	1590	j
AT5G12130.2	MSTRG.17446	AT5G12130.2	AT5G12130	13	1431	=
AT5G12170.2	MSTRG.17448	AT5G12170.2	AT5G12170	8	1840	=
AT5G12170.3	MSTRG.17448	AT5G12170.3	AT5G12170	7	1801	=
AT5G12180.1	MSTRG.17449	AT5G12180.1	AT5G12180	7	2183	=
AT5G12210.1	MSTRG.17452	AT5G12210.1	AT5G12210	10	1469	=
AT5G12210.2	MSTRG.17452	AT5G12210.2	AT5G12210	10	1385	=
AT5G12220.1	MSTRG.17453	AT5G12220.1	AT5G12220	7	2057	=
AT5G12220.2	MSTRG.17453	AT5G12220.2	AT5G12220	7	2019	=
AT5G12235.1	AT5G12235	AT5G12235.1	AT5G12235	1	609	=
AT5G12236.1	AT5G12236	AT5G12236.1	AT5G12236	1	135	=
MSTRG.17456.1	MSTRG.17456	TCONS_00050283	XLOC_024538	3	2309	j
AT5G12260.1	MSTRG.17456	AT5G12260.1	AT5G12260	3	2312	=
MSTRG.17456.3	MSTRG.17456	TCONS_00050285	XLOC_024538	4	2215	m
AT5G12320.1	MSTRG.17462	AT5G12320.1	AT5G12320	6	833	=
AT5G12350.1	MSTRG.17464	AT5G12350.1	AT5G12350	9	3963	=
AT5G12380.1	MSTRG.17467	AT5G12380.1	AT5G12380	6	1006	=
AT5G01945.1	MSTRG.17468	AT5G01945.1	AT5G01945	1	227	=
AT5G12400.1	MSTRG.17469	AT5G12400.1	AT5G12400	9	5771	=
AT5G12450.1	MSTRG.17474	AT5G12450.1	AT5G12450	1	240	=
AT5G12460.1	AT5G12460	AT5G12460.1	AT5G12460	3	1326	=
AT5G12850.1	MSTRG.17477	AT5G12850.1	AT5G12850	2	2874	=
AT5G12910.1	MSTRG.17482	AT5G12910.1	AT5G12910	1	396	=
AT5G12940.1	MSTRG.17485	AT5G12940.1	AT5G12940	1	1458	=
MSTRG.17486.3	MSTRG.17486	TCONS_00050298	XLOC_024549	12	3455	j
MSTRG.17486.4	MSTRG.17486	TCONS_00050299	XLOC_024549	12	3455	j
MSTRG.17486.2	MSTRG.17486	TCONS_00050297	XLOC_024549	12	3455	j
MSTRG.17486.1	MSTRG.17486	TCONS_00050296	XLOC_024549	12	3455	j
AT5G12950.1	MSTRG.17486	AT5G12950.1	AT5G12950	12	3437	=
AT5G12960.1	MSTRG.17486	AT5G12960.1	AT5G12960	12	2941	=
AT5G12970.1	MSTRG.17487	AT5G12970.1	AT5G12970	2	2664	=
AT5G13010.1	MSTRG.17491	AT5G13010.1	AT5G13010	17	4460	=
AT5G13030.1	MSTRG.17493	AT5G13030.1	AT5G13030	8	2211	=
AT5G13060.1	MSTRG.17495	AT5G13060.1	AT5G13060	18	2450	=
AT5G13070.1	MSTRG.17496	AT5G13070.1	AT5G13070	3	1057	=
AT5G13100.1	MSTRG.17498	AT5G13100.1	AT5G13100	4	1672	=
AT5G13110.1	MSTRG.17499	AT5G13110.1	AT5G13110	9	2309	=
MSTRG.17499.2	MSTRG.17499	TCONS_00050309	XLOC_024556	3	1311	j
AT5G13130.2	MSTRG.17501	AT5G13130.2	AT5G13130	15	2556	=
AT5G13130.1	MSTRG.17501	AT5G13130.1	AT5G13130	17	2579	=
AT5G01955.1	MSTRG.17503	AT5G01955.1	AT5G01955	1	208	=
AT5G13160.1	MSTRG.17505	AT5G13160.1	AT5G13160	5	2046	=
MSTRG.17505.2	MSTRG.17505	TCONS_00050314	XLOC_024559	5	2007	j
AT5G13180.1	MSTRG.17507	AT5G13180.1	AT5G13180	3	1509	=
MSTRG.17507.2	MSTRG.17507	TCONS_00050316	XLOC_024560	2	1438	m
AT5G01975.1	AT5G01975	AT5G01975.1	AT5G01975	1	213	=
AT5G02015.1	AT5G02015	AT5G02015.1	AT5G02015	1	267	=
AT5G13200.2	MSTRG.17509	AT5G13200.2	AT5G13200	2	1560	=
MSTRG.17509.3	MSTRG.17509	TCONS_00050321	XLOC_024563	4	5550	k
MSTRG.17509.2	MSTRG.17509	TCONS_00050320	XLOC_024563	4	5550	k
MSTRG.17509.8	MSTRG.17509	TCONS_00050326	XLOC_024563	4	6401	k
MSTRG.17509.6	MSTRG.17509	TCONS_00050324	XLOC_024563	4	9484	k
MSTRG.17509.7	MSTRG.17509	TCONS_00050325	XLOC_024563	4	5540	k
MSTRG.17509.5	MSTRG.17509	TCONS_00050323	XLOC_024563	4	9878	k
MSTRG.17509.4	MSTRG.17509	TCONS_00050322	XLOC_024563	4	5540	k
AT5G13200.1	MSTRG.17509	AT5G13200.1	AT5G13200	3	1424	=
AT5G13210.1	MSTRG.17509	AT5G13210.1	AT5G13210	1	3086	=
AT5G13220.3	MSTRG.17511	AT5G13220.3	AT5G13220	5	1437	=
AT5G13220.5	MSTRG.17511	AT5G13220.5	AT5G13220	4	1799	=
AT5G13220.2	MSTRG.17511	AT5G13220.2	AT5G13220	4	1854	=
AT5G13220.1	MSTRG.17511	AT5G13220.1	AT5G13220	5	1384	=
AT5G13220.7	MSTRG.17511	AT5G13220.7	AT5G13220	3	1923	=
AT5G13220.6	MSTRG.17511	AT5G13220.6	AT5G13220	3	2062	=
AT5G13220.4	MSTRG.17511	AT5G13220.4	AT5G13220	5	1287	=
AT5G13230.1	MSTRG.17513	AT5G13230.1	AT5G13230	1	2471	=
AT5G13250.2	AT5G13250	AT5G13250.2	AT5G13250	3	1364	=
AT5G13250.1	AT5G13250	AT5G13250.1	AT5G13250	4	1700	=
AT5G13260.1	MSTRG.17515	AT5G13260.1	AT5G13260	17	2087	=
AT5G13280.1	MSTRG.17517	AT5G13280.1	AT5G13280	13	2524	=
AT5G13295.1	MSTRG.17519	AT5G13295.1	AT5G13295	2	354	=
AT5G13310.1	MSTRG.17521	AT5G13310.1	AT5G13310	2	2155	=
AT5G13310.2	MSTRG.17521	AT5G13310.2	AT5G13310	3	1585	=
MSTRG.17521.3	MSTRG.17521	TCONS_00050344	XLOC_024570	3	2060	j
AT5G13320.1	MSTRG.17523	AT5G13320.1	AT5G13320	5	2043	=
AT5G13320.2	MSTRG.17523	AT5G13320.2	AT5G13320	5	2253	=
AT5G13320.3	MSTRG.17523	AT5G13320.3	AT5G13320	4	2266	=
AT5G13330.1	MSTRG.17524	AT5G13330.1	AT5G13330	2	1506	=
AT5G13350.1	AT5G13350	AT5G13350.1	AT5G13350	6	1911	=
AT5G13350.2	AT5G13350	AT5G13350.2	AT5G13350	5	1764	=
AT5G13360.3	MSTRG.17526	AT5G13360.3	AT5G13360	6	2373	=
MSTRG.17526.1	MSTRG.17526	TCONS_00050352	XLOC_024574	7	2390	m
AT5G13360.1	MSTRG.17526	AT5G13360.1	AT5G13360	6	2258	=
AT5G13360.2	MSTRG.17526	AT5G13360.2	AT5G13360	5	2122	=
AT5G13370.1	MSTRG.17526	AT5G13370.1	AT5G13370	5	2283	=
AT5G13380.1	MSTRG.17527	AT5G13380.1	AT5G13380	6	2034	=
MSTRG.17528.1	MSTRG.17528	TCONS_00050357	XLOC_024576	4	3671	j
AT5G13390.1	MSTRG.17528	AT5G13390.1	AT5G13390	4	3630	=
AT5G13390.2	MSTRG.17528	AT5G13390.2	AT5G13390	4	3621	=
MSTRG.17533.1	MSTRG.17533	TCONS_00050360	XLOC_024577	8	2940	j
MSTRG.17533.2	MSTRG.17533	TCONS_00050361	XLOC_024577	8	2923	k
MSTRG.17533.3	MSTRG.17533	TCONS_00050362	XLOC_024577	8	2988	j
AT5G13460.1	MSTRG.17533	AT5G13460.1	AT5G13460	6	1872	=
AT5G13470.1	MSTRG.17533	AT5G13470.1	AT5G13470	3	984	=
AT5G13490.1	MSTRG.17535	AT5G13490.1	AT5G13490	4	1976	=
MSTRG.17535.1	MSTRG.17535	TCONS_00050366	XLOC_024578	12	3905	k
AT5G13490.2	MSTRG.17535	AT5G13490.2	AT5G13490	4	1761	=
AT5G13500.1	MSTRG.17535	AT5G13500.1	AT5G13500	9	1929	=
AT5G13500.3	MSTRG.17535	AT5G13500.3	AT5G13500	9	1543	=
AT5G13500.2	MSTRG.17535	AT5G13500.2	AT5G13500	8	1652	=
AT5G13510.1	MSTRG.17537	AT5G13510.1	AT5G13510	1	834	=
AT5G13530.1	MSTRG.17539	AT5G13530.1	AT5G13530	16	5648	=
AT5G13530.2	MSTRG.17539	AT5G13530.2	AT5G13530	16	5321	=
AT5G13565.1	MSTRG.17542	AT5G13565.1	AT5G13565	1	125	=
AT5G13570.1	MSTRG.17543	AT5G13570.1	AT5G13570	8	1829	=
AT5G13570.2	MSTRG.17543	AT5G13570.2	AT5G13570	9	1831	=
AT5G13580.1	MSTRG.17544	AT5G13580.1	AT5G13580	1	2510	=
AT5G13600.1	AT5G13600	AT5G13600.1	AT5G13600	4	1776	=
AT5G13610.1	MSTRG.17546	AT5G13610.1	AT5G13610	7	1598	=
AT5G13640.2	MSTRG.17548	AT5G13640.2	AT5G13640	6	3123	=
AT5G13640.1	MSTRG.17548	AT5G13640.1	AT5G13640	6	2936	=
AT5G13640.3	MSTRG.17548	AT5G13640.3	AT5G13640	6	2332	=
AT5G13650.2	MSTRG.17549	AT5G13650.2	AT5G13650	14	2602	=
AT5G13650.1	MSTRG.17549	AT5G13650.1	AT5G13650	14	2431	=
AT5G13660.5	MSTRG.17550	AT5G13660.5	AT5G13660	4	2392	=
AT5G13660.4	MSTRG.17550	AT5G13660.4	AT5G13660	4	2413	=
AT5G13660.3	MSTRG.17550	AT5G13660.3	AT5G13660	3	2491	=
AT5G13660.6	MSTRG.17550	AT5G13660.6	AT5G13660	4	2386	=
AT5G13660.1	MSTRG.17550	AT5G13660.1	AT5G13660	5	2287	=
AT5G13660.7	MSTRG.17550	AT5G13660.7	AT5G13660	3	1784	=
AT5G13660.2	MSTRG.17550	AT5G13660.2	AT5G13660	5	2263	=
AT5G13690.2	MSTRG.17553	AT5G13690.2	AT5G13690	16	1923	=
AT5G13690.1	MSTRG.17553	AT5G13690.1	AT5G13690	19	2687	=
AT5G13720.1	MSTRG.17556	AT5G13720.1	AT5G13720	4	1232	=
AT5G13740.2	MSTRG.17558	AT5G13740.2	AT5G13740	16	1652	=
AT5G13740.1	MSTRG.17558	AT5G13740.1	AT5G13740	18	2392	=
MSTRG.17558.3	MSTRG.17558	TCONS_00050397	XLOC_024591	17	2345	m
AT5G13750.1	MSTRG.17559	AT5G13750.1	AT5G13750	17	2519	=
MSTRG.17559.2	MSTRG.17559	TCONS_00050399	XLOC_024592	21	4533	k
AT5G13750.4	MSTRG.17559	AT5G13750.4	AT5G13750	17	2121	=
AT5G13750.3	MSTRG.17559	AT5G13750.3	AT5G13750	16	2262	=
AT5G13750.2	MSTRG.17559	AT5G13750.2	AT5G13750	15	1914	=
AT5G13760.1	MSTRG.17559	AT5G13760.1	AT5G13760	5	2403	=
AT5G13770.1	MSTRG.17560	AT5G13770.1	AT5G13770	1	2054	=
AT5G13810.1	MSTRG.17564	AT5G13810.1	AT5G13810	2	1770	=
AT5G13820.1	MSTRG.17565	AT5G13820.1	AT5G13820	10	2673	=
AT5G13820.2	MSTRG.17565	AT5G13820.2	AT5G13820	9	2445	=
AT5G13830.1	MSTRG.17566	AT5G13830.1	AT5G13830	6	727	=
AT5G02105.1	MSTRG.17568	AT5G02105.1	AT5G02105	1	376	=
AT5G13845.1	MSTRG.17569	AT5G13845.1	AT5G13845	1	72	=
AT5G13850.1	MSTRG.17570	AT5G13850.1	AT5G13850	4	969	=
AT5G13930.1	MSTRG.17578	AT5G13930.1	AT5G13930	2	1703	=
AT5G02125.1	MSTRG.17580	AT5G02125.1	AT5G02125	2	429	=
AT5G13960.2	MSTRG.17582	AT5G13960.2	AT5G13960	14	2554	=
AT5G13960.1	MSTRG.17582	AT5G13960.1	AT5G13960	15	2318	=
AT5G13980.1	MSTRG.17584	AT5G13980.1	AT5G13980	29	3386	=
AT5G13980.2	MSTRG.17584	AT5G13980.2	AT5G13980	30	3329	=
AT5G13980.3	MSTRG.17584	AT5G13980.3	AT5G13980	29	3327	=
AT5G14000.1	MSTRG.17586	AT5G14000.1	AT5G14000	3	1496	=
AT5G14000.2	MSTRG.17586	AT5G14000.2	AT5G14000	2	1508	=
AT5G14000.3	MSTRG.17586	AT5G14000.3	AT5G14000	2	1559	=
AT5G14010.1	AT5G14010	AT5G14010.1	AT5G14010	1	787	=
AT5G14030.1	MSTRG.17587	AT5G14030.1	AT5G14030	6	1615	=
AT5G14030.5	MSTRG.17587	AT5G14030.5	AT5G14030	5	1738	=
AT5G14030.3	MSTRG.17587	AT5G14030.3	AT5G14030	7	1168	=
AT5G14030.4	MSTRG.17587	AT5G14030.4	AT5G14030	7	885	=
AT5G14030.2	MSTRG.17587	AT5G14030.2	AT5G14030	7	880	=
AT5G14035.1	AT5G14035	AT5G14035.1	AT5G14035	1	73	=
AT5G14050.1	MSTRG.17589	AT5G14050.1	AT5G14050	2	2094	=
MSTRG.17589.1	MSTRG.17589	TCONS_00050430	XLOC_024608	15	4493	j
AT5G14060.1	MSTRG.17589	AT5G14060.1	AT5G14060	14	2393	=
AT5G14060.2	MSTRG.17589	AT5G14060.2	AT5G14060	14	2390	=
AT5G14060.3	MSTRG.17589	AT5G14060.3	AT5G14060	13	2441	=
AT5G14070.1	AT5G14070	AT5G14070.1	AT5G14070	1	806	=
AT5G14090.2	MSTRG.17592	AT5G14090.2	AT5G14090	4	1754	=
AT5G14090.1	MSTRG.17592	AT5G14090.1	AT5G14090	5	1566	=
AT5G14120.1	MSTRG.17593	AT5G14120.1	AT5G14120	3	2490	=
AT5G14140.1	MSTRG.17596	AT5G14140.1	AT5G14140	4	1265	=
AT5G14160.1	MSTRG.17598	AT5G14160.1	AT5G14160	2	1059	=
MSTRG.17601.1	MSTRG.17601	TCONS_00050440	XLOC_024614	1	1101	x
AT5G14200.1	MSTRG.17602	AT5G14200.1	AT5G14200	9	1618	=
AT5G14200.3	MSTRG.17602	AT5G14200.3	AT5G14200	8	1625	=
AT5G14200.2	MSTRG.17602	AT5G14200.2	AT5G14200	9	1541	=
AT5G02175.1	AT5G02175	AT5G02175.1	AT5G02175	1	438	=
AT5G02185.1	AT5G02185	AT5G02185.1	AT5G02185	2	296	=
AT5G14230.1	MSTRG.17604	AT5G14230.1	AT5G14230	4	2638	=
AT5G14230.2	MSTRG.17604	AT5G14230.2	AT5G14230	4	2381	=
AT5G14250.1	MSTRG.17607	AT5G14250.1	AT5G14250	11	1666	=
AT5G14250.2	MSTRG.17607	AT5G14250.2	AT5G14250	10	1740	=
AT5G14260.3	MSTRG.17608	AT5G14260.3	AT5G14260	13	2319	=
AT5G14260.2	MSTRG.17608	AT5G14260.2	AT5G14260	13	2234	=
AT5G14260.1	MSTRG.17608	AT5G14260.1	AT5G14260	12	2439	=
MSTRG.17608.1	MSTRG.17608	TCONS_00050453	XLOC_024620	22	5340	j
AT5G14260.4	MSTRG.17608	AT5G14260.4	AT5G14260	9	1588	=
AT5G14270.1	MSTRG.17608	AT5G14270.1	AT5G14270	10	3106	=
AT5G14270.2	MSTRG.17608	AT5G14270.2	AT5G14270	10	3104	=
AT5G14270.3	MSTRG.17608	AT5G14270.3	AT5G14270	11	2882	=
AT5G14280.1	MSTRG.17608	AT5G14280.1	AT5G14280	4	1518	=
MSTRG.17608.10	MSTRG.17608	TCONS_00050459	XLOC_024620	2	2606	k
AT5G14285.1	MSTRG.17608	AT5G14285.1	AT5G14285	1	1170	=
AT5G14300.1	AT5G14300	AT5G14300.1	AT5G14300	2	750	=
AT5G14310.1	MSTRG.17610	AT5G14310.1	AT5G14310	2	1981	=
AT5G02215.1	AT5G02215	AT5G02215.1	AT5G02215	1	251	=
AT5G14340.2	AT5G14340	AT5G14340.2	AT5G14340	2	1672	=
AT5G14340.1	AT5G14340	AT5G14340.1	AT5G14340	3	1142	=
AT5G14360.1	MSTRG.17613	AT5G14360.1	AT5G14360	2	848	=
AT5G14400.4	AT5G14400	AT5G14400.4	AT5G14400	6	1008	=
AT5G14400.3	AT5G14400	AT5G14400.3	AT5G14400	8	1373	=
AT5G14400.2	AT5G14400	AT5G14400.2	AT5G14400	9	1402	=
AT5G14400.1	AT5G14400	AT5G14400.1	AT5G14400	9	1411	=
AT5G14430.1	MSTRG.17619	AT5G14430.1	AT5G14430	7	2248	=
MSTRG.17619.2	MSTRG.17619	TCONS_00050472	XLOC_024626	7	2269	j
AT5G14430.2	MSTRG.17619	AT5G14430.2	AT5G14430	7	2183	=
AT5G02225.1	MSTRG.17621	AT5G02225.1	AT5G02225	1	207	=
AT5G14450.1	MSTRG.17622	AT5G14450.1	AT5G14450	5	1358	=
AT5G14480.1	MSTRG.17625	AT5G14480.1	AT5G14480	2	1894	=
AT5G14495.1	AT5G14495	AT5G14495.1	AT5G14495	1	72	=
AT5G14515.1	MSTRG.17628	AT5G14515.1	AT5G14515	7	728	=
at5g14545	MSTRG.17631	at5g14545	AT5G14545	1	116	=
AT5G14560.1	MSTRG.17632	AT5G14560.1	AT5G14560	1	123	=
at5g14565	AT5G14565	at5g14565	AT5G14565	1	115	=
AT5G14600.1	MSTRG.17636	AT5G14600.1	AT5G14600	4	1315	=
AT5G14602.1	MSTRG.17637	AT5G14602.1	AT5G14602	1	610	=
AT5G14610.4	MSTRG.17638	AT5G14610.4	AT5G14610	7	3087	=
AT5G14610.6	MSTRG.17638	AT5G14610.6	AT5G14610	9	2473	=
AT5G14610.5	MSTRG.17638	AT5G14610.5	AT5G14610	8	3006	=
AT5G14610.3	MSTRG.17638	AT5G14610.3	AT5G14610	8	3540	=
AT5G14610.1	MSTRG.17638	AT5G14610.1	AT5G14610	11	2677	=
AT5G14610.2	MSTRG.17638	AT5G14610.2	AT5G14610	9	2475	=
AT5G14610.7	MSTRG.17638	AT5G14610.7	AT5G14610	6	1945	=
AT5G02265.1	AT5G02265	AT5G02265.1	AT5G02265	1	237	=
AT5G14650.1	MSTRG.17642	AT5G14650.1	AT5G14650	7	1757	=
AT5G14650.2	MSTRG.17642	AT5G14650.2	AT5G14650	6	1820	=
MSTRG.17643.1	MSTRG.17643	TCONS_00050494	XLOC_024640	6	1272	m
AT5G14670.2	MSTRG.17643	AT5G14670.2	AT5G14670	7	886	=
MSTRG.17643.3	MSTRG.17643	TCONS_00050496	XLOC_024640	7	1000	j
AT5G14670.3	MSTRG.17643	AT5G14670.3	AT5G14670	7	953	=
AT5G14670.1	MSTRG.17643	AT5G14670.1	AT5G14670	6	618	=
AT5G14710.1	MSTRG.17646	AT5G14710.1	AT5G14710	7	734	=
AT5G14730.1	AT5G14730	AT5G14730.1	AT5G14730	1	1688	=
AT5G14740.3	MSTRG.17648	AT5G14740.3	AT5G14740	10	1678	=
AT5G14740.8	MSTRG.17648	AT5G14740.8	AT5G14740	10	1911	=
AT5G14740.7	MSTRG.17648	AT5G14740.7	AT5G14740	10	2443	=
AT5G14740.6	MSTRG.17648	AT5G14740.6	AT5G14740	10	2838	=
AT5G14740.1	MSTRG.17648	AT5G14740.1	AT5G14740	10	1603	=
AT5G14740.5	MSTRG.17648	AT5G14740.5	AT5G14740	10	1569	=
AT5G14740.4	MSTRG.17648	AT5G14740.4	AT5G14740	10	1562	=
AT5G14740.2	MSTRG.17648	AT5G14740.2	AT5G14740	10	1570	=
AT5G14740.9	MSTRG.17648	AT5G14740.9	AT5G14740	9	1368	=
AT5G14760.1	MSTRG.17649	AT5G14760.1	AT5G14760	8	2594	=
AT5G14780.3	MSTRG.17651	AT5G14780.3	AT5G14780	5	1957	=
AT5G14780.2	MSTRG.17651	AT5G14780.2	AT5G14780	5	2343	=
AT5G14780.1	MSTRG.17651	AT5G14780.1	AT5G14780	5	1801	=
AT5G14790.1	MSTRG.17652	AT5G14790.1	AT5G14790	6	1646	=
MSTRG.17654.1	MSTRG.17654	TCONS_00050515	XLOC_024647	1	2811	x
MSTRG.17656.1	MSTRG.17656	TCONS_00050516	XLOC_024648	2	3692	u
MSTRG.17656.2	MSTRG.17656	TCONS_00050517	XLOC_024648	1	4445	u
AT5G14860.1	AT5G14860	AT5G14860.1	AT5G14860	3	1598	=
MSTRG.17660.1	MSTRG.17660	TCONS_00050519	XLOC_024650	10	3431	k
AT5G14880.1	MSTRG.17660	AT5G14880.1	AT5G14880	8	2988	=
AT5G14890.1	MSTRG.17660	AT5G14890.1	AT5G14890	7	1632	=
AT5G14895.1	MSTRG.17661	AT5G14895.1	AT5G14895	1	1030	=
AT5G14910.1	MSTRG.17663	AT5G14910.1	AT5G14910	5	1129	=
AT5G14910.2	MSTRG.17663	AT5G14910.2	AT5G14910	4	1094	=
AT5G14920.1	MSTRG.17664	AT5G14920.1	AT5G14920	4	1908	=
AT5G14920.2	MSTRG.17664	AT5G14920.2	AT5G14920	3	1960	=
MSTRG.17664.7	MSTRG.17664	TCONS_00050531	XLOC_024653	5	1636	j
MSTRG.17664.8	MSTRG.17664	TCONS_00050532	XLOC_024653	5	1585	j
MSTRG.17664.6	MSTRG.17664	TCONS_00050530	XLOC_024653	5	1774	j
MSTRG.17664.5	MSTRG.17664	TCONS_00050529	XLOC_024653	5	1726	j
MSTRG.17664.4	MSTRG.17664	TCONS_00050528	XLOC_024653	5	1675	j
MSTRG.17664.3	MSTRG.17664	TCONS_00050527	XLOC_024653	5	1735	j
MSTRG.17664.9	MSTRG.17664	TCONS_00050533	XLOC_024653	6	1479	j
AT5G14930.2	MSTRG.17665	AT5G14930.2	AT5G14930	3	2082	=
AT5G14930.3	MSTRG.17665	AT5G14930.3	AT5G14930	4	1651	=
AT5G14930.1	MSTRG.17665	AT5G14930.1	AT5G14930	2	620	=
AT5G14960.1	AT5G14960	AT5G14960.1	AT5G14960	11	1482	=
AT5G14960.2	AT5G14960	AT5G14960.2	AT5G14960	7	1077	=
MSTRG.17667.1	MSTRG.17667	TCONS_00050540	XLOC_024656	4	1548	m
AT5G14970.1	MSTRG.17667	AT5G14970.1	AT5G14970	5	1482	=
AT5G14980.1	AT5G14980	AT5G14980.1	AT5G14980	1	984	=
AT5G14990.2	AT5G14990	AT5G14990.2	AT5G14990	2	1960	=
AT5G14990.1	AT5G14990	AT5G14990.1	AT5G14990	4	2001	=
AT5G14995.1	AT5G14995	AT5G14995.1	AT5G14995	1	306	=
AT5G15000.1	AT5G15000	AT5G15000.1	AT5G15000	1	297	=
AT5G15010.1	MSTRG.17668	AT5G15010.1	AT5G15010	1	1979	=
AT5G15022.1	MSTRG.17670	AT5G15022.1	AT5G15022	1	703	=
AT5G02295.1	MSTRG.17670	AT5G02295.1	AT5G02295	1	146	c
AT5G02305.1	MSTRG.17670	AT5G02305.1	AT5G02305	1	130	c
AT5G02315.1	MSTRG.17670	AT5G02315.1	AT5G02315	1	128	c
AT5G02325.1	MSTRG.17670	AT5G02325.1	AT5G02325	1	220	c
AT5G15070.4	MSTRG.17674	AT5G15070.4	AT5G15070	30	3754	=
AT5G15070.5	MSTRG.17674	AT5G15070.5	AT5G15070	31	3579	=
AT5G15070.3	MSTRG.17674	AT5G15070.3	AT5G15070	29	3861	=
AT5G15070.1	MSTRG.17674	AT5G15070.1	AT5G15070	31	3561	=
AT5G15070.2	MSTRG.17674	AT5G15070.2	AT5G15070	31	3518	=
AT5G15070.6	MSTRG.17674	AT5G15070.6	AT5G15070	23	2824	=
AT5G15070.7	MSTRG.17674	AT5G15070.7	AT5G15070	22	2904	=
AT5G15080.1	MSTRG.17675	AT5G15080.1	AT5G15080	6	2129	=
AT5G15110.1	MSTRG.17678	AT5G15110.1	AT5G15110	4	1919	=
AT5G15120.1	MSTRG.17679	AT5G15120.1	AT5G15120	5	1438	=
AT5G15130.1	AT5G15130	AT5G15130.1	AT5G15130	4	1998	=
AT5G15130.2	AT5G15130	AT5G15130.2	AT5G15130	3	1809	=
AT5G15140.1	MSTRG.17680	AT5G15140.1	AT5G15140	6	1758	=
AT5G15175.1	AT5G15175	AT5G15175.1	AT5G15175	1	74	=
AT5G15180.1	MSTRG.17683	AT5G15180.1	AT5G15180	4	1321	=
AT5G02345.1	AT5G02345	AT5G02345.1	AT5G02345	1	239	=
AT5G15230.1	MSTRG.17687	AT5G15230.1	AT5G15230	4	796	=
AT5G15230.2	MSTRG.17687	AT5G15230.2	AT5G15230	3	750	=
AT5G15240.1	MSTRG.17688	AT5G15240.1	AT5G15240	3	1691	=
AT5G15240.2	MSTRG.17688	AT5G15240.2	AT5G15240	3	1271	=
AT5G15240.3	MSTRG.17688	AT5G15240.3	AT5G15240	2	1785	=
AT5G15265.1	AT5G15265	AT5G15265.1	AT5G15265	4	634	=
AT5G15265.2	AT5G15265	AT5G15265.2	AT5G15265	3	608	=
AT5G15270.2	MSTRG.17691	AT5G15270.2	AT5G15270	7	2929	=
AT5G15270.1	MSTRG.17691	AT5G15270.1	AT5G15270	8	2769	=
AT5G15270.3	MSTRG.17691	AT5G15270.3	AT5G15270	6	1827	=
AT5G15280.1	MSTRG.17692	AT5G15280.1	AT5G15280	1	4022	=
