transcript_id	gene_id	ref_gene_id	cmp_ref	class_code
AT5G08360.2	MSTRG.17159	AT5G08360	AT5G08360.2	=
AT5G08391.1	AT5G08391	AT5G08391	AT5G08391.1	=
MSTRG.17162.1	MSTRG.17162	NA	AT5G08390.1	j
MSTRG.17162.2	MSTRG.17162	NA	AT5G08390.1	m
AT5G08390.1	MSTRG.17162	AT5G08390	AT5G08390.1	=
AT5G08420.1	MSTRG.17166	AT5G08420	AT5G08420.1	=
MSTRG.17166.1	MSTRG.17166	NA	AT5G08420.1	k
AT5G08430.1	MSTRG.17166	AT5G08430	AT5G08430.1	=
AT5G08430.2	MSTRG.17166	AT5G08430	AT5G08430.2	=
AT5G08440.3	MSTRG.17167	AT5G08440	AT5G08440.3	=
AT5G08440.1	MSTRG.17167	AT5G08440	AT5G08440.1	=
AT5G08440.2	MSTRG.17167	AT5G08440	AT5G08440.2	=
AT5G08460.1	AT5G08460	AT5G08460	AT5G08460.1	=
AT5G08470.1	MSTRG.17169	AT5G08470	AT5G08470.1	=
AT5G08470.2	MSTRG.17169	AT5G08470	AT5G08470.2	=
AT5G08470.4	MSTRG.17169	AT5G08470	AT5G08470.4	=
AT5G08470.3	MSTRG.17169	AT5G08470	AT5G08470.3	=
AT5G08480.3	MSTRG.17170	AT5G08480	AT5G08480.3	=
AT5G08480.2	MSTRG.17170	AT5G08480	AT5G08480.2	=
AT5G08480.1	MSTRG.17170	AT5G08480	AT5G08480.1	=
AT5G08500.2	MSTRG.17172	AT5G08500	AT5G08500.2	=
AT5G08500.1	MSTRG.17172	AT5G08500	AT5G08500.1	=
AT5G08510.1	MSTRG.17173	AT5G08510	AT5G08510.1	=
MSTRG.17173.2	MSTRG.17173	NA	AT5G08510.1	j
AT5G08535.3	MSTRG.17176	AT5G08535	AT5G08535.3	=
AT5G08535.4	MSTRG.17176	AT5G08535	AT5G08535.4	=
AT5G08535.2	MSTRG.17176	AT5G08535	AT5G08535.2	=
AT5G08535.1	MSTRG.17176	AT5G08535	AT5G08535.1	=
AT5G08540.1	MSTRG.17177	AT5G08540	AT5G08540.1	=
AT5G01555.1	MSTRG.17179	AT5G01555	AT5G01555.1	=
AT5G08565.2	MSTRG.17181	AT5G08565	AT5G08565.2	=
AT5G08565.1	MSTRG.17181	AT5G08565	AT5G08565.1	=
AT5G08570.2	MSTRG.17182	AT5G08570	AT5G08570.2	=
AT5G08570.1	MSTRG.17182	AT5G08570	AT5G08570.1	=
AT5G08570.3	MSTRG.17182	AT5G08570	AT5G08570.3	=
AT5G08590.2	MSTRG.17184	AT5G08590	AT5G08590.2	=
AT5G08590.1	MSTRG.17184	AT5G08590	AT5G08590.1	=
AT5G08600.3	MSTRG.17185	AT5G08600	AT5G08600.3	=
AT5G08600.1	MSTRG.17185	AT5G08600	AT5G08600.1	=
AT5G08600.2	MSTRG.17185	AT5G08600	AT5G08600.2	=
MSTRG.17185.3	MSTRG.17185	NA	AT5G08600.2	k
AT5G08610.1	MSTRG.17185	AT5G08610	AT5G08610.1	=
AT5G08620.1	MSTRG.17185	AT5G08620	AT5G08620.1	=
AT5G08640.1	MSTRG.17187	AT5G08640	AT5G08640.1	=
AT5G08640.2	MSTRG.17187	AT5G08640	AT5G08640.2	=
AT5G08660.2	MSTRG.17189	AT5G08660	AT5G08660.2	=
AT5G08660.1	MSTRG.17189	AT5G08660	AT5G08660.1	=
AT5G08660.3	MSTRG.17189	AT5G08660	AT5G08660.3	=
AT5G08660.4	MSTRG.17189	AT5G08660	AT5G08660.4	=
AT5G08680.1	MSTRG.17191	AT5G08680	AT5G08680.1	=
MSTRG.17191.1	MSTRG.17191	NA	AT5G08680.1	m
MSTRG.17191.4	MSTRG.17191	NA	AT5G08680.1	j
MSTRG.17191.3	MSTRG.17191	NA	AT5G08680.1	j
MSTRG.17191.6	MSTRG.17191	NA	AT5G08680.1	j
MSTRG.17191.5	MSTRG.17191	NA	AT5G08690.1	j
AT5G08690.1	MSTRG.17191	AT5G08690	AT5G08690.1	=
AT5G08695.1	MSTRG.17192	AT5G08695	AT5G08695.1	=
at5g08712	AT5G08712	AT5G08712	at5g08712	=
AT5G01575.1	AT5G01575	AT5G01575	AT5G01575.1	=
at5g08717	AT5G08717	AT5G08717	at5g08717	=
AT5G01585.1	AT5G01585	AT5G01585	AT5G01585.1	=
AT5G08750.4	MSTRG.17196	AT5G08750	AT5G08750.4	=
AT5G08750.6	MSTRG.17196	AT5G08750	AT5G08750.6	=
AT5G08750.8	MSTRG.17196	AT5G08750	AT5G08750.8	=
AT5G08750.9	MSTRG.17196	AT5G08750	AT5G08750.9	=
AT5G08750.7	MSTRG.17196	AT5G08750	AT5G08750.7	=
AT5G08750.5	MSTRG.17196	AT5G08750	AT5G08750.5	=
AT5G08750.3	MSTRG.17196	AT5G08750	AT5G08750.3	=
AT5G08750.1	MSTRG.17196	AT5G08750	AT5G08750.1	=
AT5G08750.10	MSTRG.17196	AT5G08750	AT5G08750.10	=
AT5G08750.2	MSTRG.17196	AT5G08750	AT5G08750.2	=
MSTRG.17197.1	MSTRG.17197	NA	AT5G08760.1	j
MSTRG.17197.2	MSTRG.17197	NA	AT5G08780.1	k
AT5G08760.1	MSTRG.17197	AT5G08760	AT5G08760.1	=
AT5G08780.1	MSTRG.17197	AT5G08780	AT5G08780.1	=
AT5G09220.1	MSTRG.17201	AT5G09220	AT5G09220.1	=
AT5G09230.6	MSTRG.17203	AT5G09230	AT5G09230.6	=
AT5G09230.2	MSTRG.17203	AT5G09230	AT5G09230.2	=
AT5G09230.5	MSTRG.17203	AT5G09230	AT5G09230.5	=
AT5G09230.1	MSTRG.17203	AT5G09230	AT5G09230.1	=
AT5G09230.3	MSTRG.17203	AT5G09230	AT5G09230.3	=
AT5G09230.4	MSTRG.17203	AT5G09230	AT5G09230.4	=
AT5G09230.7	MSTRG.17203	AT5G09230	AT5G09230.7	=
MSTRG.17207.1	MSTRG.17207	NA	AT5G09260.1	k
AT5G09260.1	MSTRG.17207	AT5G09260	AT5G09260.1	=
AT5G09270.1	MSTRG.17207	AT5G09270	AT5G09270.1	=
AT5G09270.2	MSTRG.17207	AT5G09270	AT5G09270.2	=
AT5G09290.1	MSTRG.17209	AT5G09290	AT5G09290.1	=
AT5G09390.1	MSTRG.17217	AT5G09390	AT5G09390.1	=
MSTRG.17217.1	MSTRG.17217	NA	AT5G09400.1	k
MSTRG.17217.3	MSTRG.17217	NA	AT5G09390.1	j
AT5G09390.2	MSTRG.17217	AT5G09390	AT5G09390.2	=
AT5G09400.1	MSTRG.17217	AT5G09400	AT5G09400.1	=
AT5G09410.3	MSTRG.17217	AT5G09410	AT5G09410.3	=
MSTRG.17217.7	MSTRG.17217	NA	AT5G09410.3	n
AT5G09410.2	MSTRG.17217	AT5G09410	AT5G09410.2	=
MSTRG.17217.9	MSTRG.17217	NA	AT5G09410.3	n
AT5G09410.1	MSTRG.17217	AT5G09410	AT5G09410.1	=
MSTRG.17217.11	MSTRG.17217	NA	AT5G09410.3	n
MSTRG.17217.12	MSTRG.17217	NA	AT5G09410.3	n
AT5G09410.4	MSTRG.17217	AT5G09410	AT5G09410.4	=
AT5G09420.1	MSTRG.17218	AT5G09420	AT5G09420.1	=
AT5G09430.1	MSTRG.17218	AT5G09430	AT5G09430.1	=
AT5G09440.1	MSTRG.17219	AT5G09440	AT5G09440.1	=
AT5G09445.1	MSTRG.17221	AT5G09445	AT5G09445.1	=
AT5G09450.1	MSTRG.17222	AT5G09450	AT5G09450.1	=
AT5G09550.1	MSTRG.17229	AT5G09550	AT5G09550.1	=
MSTRG.17229.1	MSTRG.17229	NA	AT5G09550.1	k
AT5G09560.1	MSTRG.17229	AT5G09560	AT5G09560.1	=
AT5G09570.1	MSTRG.17230	AT5G09570	AT5G09570.1	=
AT5G09580.2	MSTRG.17231	AT5G09580	AT5G09580.2	=
AT5G09580.1	MSTRG.17231	AT5G09580	AT5G09580.1	=
AT5G09585.1	MSTRG.17232	AT5G09585	AT5G09585.1	=
AT5G09590.1	MSTRG.17233	AT5G09590	AT5G09590.1	=
AT5G09600.3	MSTRG.17234	AT5G09600	AT5G09600.3	=
AT5G09600.1	MSTRG.17234	AT5G09600	AT5G09600.1	=
AT5G09600.2	MSTRG.17234	AT5G09600	AT5G09600.2	=
AT5G09610.1	MSTRG.17234	AT5G09610	AT5G09610.1	=
AT5G09640.1	MSTRG.17237	AT5G09640	AT5G09640.1	=
AT5G09655.1	MSTRG.17239	AT5G09655	AT5G09655.1	=
AT5G09760.2	MSTRG.17245	AT5G09760	AT5G09760.2	=
AT5G09760.1	MSTRG.17245	AT5G09760	AT5G09760.2	=
AT5G09805.1	AT5G09805	AT5G09805	AT5G09805.1	=
AT5G09810.1	MSTRG.17249	AT5G09810	AT5G09810.1	=
AT5G09840.1	MSTRG.17251	AT5G09840	AT5G09840.1	=
AT5G09860.2	MSTRG.17253	AT5G09860	AT5G09860.2	=
AT5G09860.1	MSTRG.17253	AT5G09860	AT5G09860.1	=
AT5G09870.1	MSTRG.17254	AT5G09870	AT5G09870.1	=
MSTRG.17254.2	MSTRG.17254	NA	AT5G09870.1	j
MSTRG.17255.1	MSTRG.17255	NA	AT5G09876.1	m
AT5G09876.1	MSTRG.17255	AT5G09876	AT5G09876.1	=
AT5G09910.1	MSTRG.17259	AT5G09910	AT5G09910.1	=
AT5G09910.2	MSTRG.17259	AT5G09910	AT5G09910.2	=
AT5G09910.3	MSTRG.17259	AT5G09910	AT5G09910.3	=
AT5G09910.4	MSTRG.17259	AT5G09910	AT5G09910.4	=
AT5G09910.5	MSTRG.17259	AT5G09910	AT5G09910.5	=
AT5G09920.1	MSTRG.17260	AT5G09920	AT5G09920.1	=
MSTRG.17260.2	MSTRG.17260	NA	AT5G09920.1	j
AT5G09940.1	AT5G09940	AT5G09940	AT5G09940.1	=
AT5G09960.1	MSTRG.17262	AT5G09960	AT5G09960.1	=
AT5G09960.2	MSTRG.17262	AT5G09960	AT5G09960.2	=
AT5G09960.3	MSTRG.17262	AT5G09960	AT5G09960.3	=
AT5G09970.1	MSTRG.17263	AT5G09970	AT5G09970.1	=
AT5G09975.1	AT5G09975	AT5G09975	AT5G09975.1	=
AT5G09976.1	AT5G09976	AT5G09976	AT5G09976.1	=
AT5G09978.1	AT5G09978	AT5G09978	AT5G09978.1	=
AT5G09980.1	MSTRG.17264	AT5G09980	AT5G09980.1	=
AT5G09990.1	MSTRG.17265	AT5G09990	AT5G09990.1	=
AT5G01645.1	MSTRG.17267	AT5G01645	AT5G01645.1	=
AT5G10000.1	AT5G10000	AT5G10000	AT5G10000.1	=
AT5G10010.1	MSTRG.17268	AT5G10010	AT5G10010.1	=
AT5G10020.1	MSTRG.17269	AT5G10020	AT5G10020.1	=
AT5G10020.2	MSTRG.17269	AT5G10020	AT5G10020.2	=
AT5G10040.1	MSTRG.17271	AT5G10040	AT5G10040.1	=
AT5G10050.1	MSTRG.17272	AT5G10050	AT5G10050.1	=
AT5G10080.1	MSTRG.17275	AT5G10080	AT5G10080.1	=
MSTRG.17275.2	MSTRG.17275	NA	AT5G10080.1	j
MSTRG.17275.3	MSTRG.17275	NA	AT5G10080.1	m
AT5G10100.1	MSTRG.17277	AT5G10100	AT5G10100.1	=
AT5G10100.3	MSTRG.17277	AT5G10100	AT5G10100.3	=
AT5G10100.4	MSTRG.17277	AT5G10100	AT5G10100.4	=
AT5G10100.2	MSTRG.17277	AT5G10100	AT5G10100.2	=
AT5G01655.1	AT5G01655	AT5G01655	AT5G01655.1	=
AT5G01665.1	AT5G01665	AT5G01665	AT5G01665.1	=
AT5G10120.1	AT5G10120	AT5G10120	AT5G10120.1	=
AT5G01675.1	MSTRG.17279	AT5G01675	AT5G01675.1	=
AT5G01675.2	MSTRG.17279	AT5G01675	AT5G01675.2	=
AT5G01675.6	MSTRG.17279	AT5G01675	AT5G01675.6	=
AT5G01675.3	MSTRG.17279	AT5G01675	AT5G01675.3	=
AT5G01675.5	MSTRG.17279	AT5G01675	AT5G01675.5	=
AT5G01675.4	MSTRG.17279	AT5G01675	AT5G01675.4	=
AT5G10160.1	MSTRG.17282	AT5G10160	AT5G10160.1	=
AT5G10180.1	AT5G10180	AT5G10180	AT5G10180.1	=
AT5G10190.1	MSTRG.17284	AT5G10190	AT5G10190.1	=
AT5G10190.2	MSTRG.17284	AT5G10190	AT5G10190.2	=
AT5G10190.3	MSTRG.17284	AT5G10190	AT5G10190.3	=
AT5G10200.2	MSTRG.17285	AT5G10200	AT5G10200.2	=
AT5G10200.3	MSTRG.17285	AT5G10200	AT5G10200.3	=
AT5G10200.1	MSTRG.17285	AT5G10200	AT5G10200.1	=
AT5G10210.1	AT5G10210	AT5G10210	AT5G10210.1	=
AT5G10260.1	MSTRG.17287	AT5G10260	AT5G10260.1	=
AT5G10278.2	AT5G10278	AT5G10278	AT5G10278.2	=
AT5G10278.1	AT5G10278	AT5G10278	AT5G10278.1	=
AT5G01695.1	AT5G01695	AT5G01695	AT5G01695.1	=
AT5G10280.1	AT5G10280	AT5G10280	AT5G10280.1	=
AT5G10300.1	MSTRG.17290	AT5G10300	AT5G10300.1	=
AT5G10300.2	MSTRG.17290	AT5G10300	AT5G10300.2	=
AT5G01725.1	MSTRG.17293	AT5G01725	AT5G01725.1	=
at5g01745	MSTRG.17293	AT5G01745	AT5G01725.1	c
AT5G10340.1	MSTRG.17297	AT5G10340	AT5G10340.1	=
AT5G10370.1	MSTRG.17300	AT5G10370	AT5G10370.1	=
AT5G10380.1	MSTRG.17301	AT5G10380	AT5G10380.1	=
AT5G10410.1	MSTRG.17304	AT5G10410	AT5G10410.1	=
AT5G10435.1	MSTRG.17307	AT5G10435	AT5G10435.1	=
AT5G10460.1	MSTRG.17310	AT5G10460	AT5G10460.1	=
AT5G10500.1	MSTRG.17313	AT5G10500	AT5G10500.1	=
AT5G10510.4	MSTRG.17314	AT5G10510	AT5G10510.4	=
AT5G10510.5	MSTRG.17314	AT5G10510	AT5G10510.5	=
AT5G10510.3	MSTRG.17314	AT5G10510	AT5G10510.3	=
AT5G10510.2	MSTRG.17314	AT5G10510	AT5G10510.2	=
AT5G10510.6	MSTRG.17314	AT5G10510	AT5G10510.1	=
AT5G10510.1	MSTRG.17314	AT5G10510	AT5G10510.1	=
AT5G10510.7	MSTRG.17314	AT5G10510	AT5G10510.7	=
AT5G10525.1	AT5G10525	AT5G10525	AT5G10525.1	=
AT5G10540.1	MSTRG.17316	AT5G10540	AT5G10540.1	=
MSTRG.17316.2	MSTRG.17316	NA	AT5G10540.1	j
MSTRG.17316.3	MSTRG.17316	NA	AT5G10540.1	j
AT5G01765.1	MSTRG.17316	AT5G01765	AT5G01765.1	=
AT5G10570.1	AT5G10570	AT5G10570	AT5G10570.1	=
AT5G01775.1	MSTRG.17320	AT5G01775	AT5G01775.1	=
AT5G01785.1	MSTRG.17320	AT5G01785	AT5G01775.1	c
AT5G10572.1	MSTRG.17320	AT5G10572	AT5G10572.1	=
AT5G10580.3	AT5G10580	AT5G10580	AT5G10580.3	=
AT5G10580.4	AT5G10580	AT5G10580	AT5G10580.4	=
AT5G10580.1	AT5G10580	AT5G10580	AT5G10580.1	=
AT5G10580.2	AT5G10580	AT5G10580	AT5G10580.2	=
AT5G10600.1	MSTRG.17321	AT5G10600	AT5G10600.1	=
AT5G10610.1	MSTRG.17323	AT5G10610	AT5G10610.1	=
AT5G10625.1	MSTRG.17324	AT5G10625	AT5G10625.1	=
AT5G10630.3	MSTRG.17325	AT5G10630	AT5G10630.3	=
AT5G10630.2	MSTRG.17325	AT5G10630	AT5G10630.2	=
AT5G10630.4	MSTRG.17325	AT5G10630	AT5G10630.4	=
MSTRG.17325.4	MSTRG.17325	NA	AT5G10630.3	m
AT5G10630.1	MSTRG.17325	AT5G10630	AT5G10630.1	=
AT5G10630.5	MSTRG.17325	AT5G10630	AT5G10630.5	=
AT5G01805.1	AT5G01805	AT5G01805	AT5G01805.1	=
AT5G10660.1	MSTRG.17327	AT5G10660	AT5G10660.1	=
AT5G10660.3	MSTRG.17327	AT5G10660	AT5G10660.3	=
AT5G10660.2	MSTRG.17327	AT5G10660	AT5G10660.2	=
AT5G10680.1	MSTRG.17328	AT5G10680	AT5G10680.1	=
AT5G10680.2	MSTRG.17328	AT5G10680	AT5G10680.2	=
AT5G10695.1	MSTRG.17330	AT5G10695	AT5G10695.1	=
AT5G10695.2	MSTRG.17330	AT5G10695	AT5G10695.2	=
AT5G10710.2	MSTRG.17332	AT5G10710	AT5G10710.2	=
AT5G10710.1	MSTRG.17332	AT5G10710	AT5G10710.1	=
AT5G10710.3	MSTRG.17332	AT5G10710	AT5G10710.3	=
AT5G10720.1	MSTRG.17333	AT5G10720	AT5G10720.1	=
MSTRG.17333.2	MSTRG.17333	NA	AT5G10720.1	n
MSTRG.17333.3	MSTRG.17333	NA	AT5G10720.1	n
MSTRG.17333.4	MSTRG.17333	NA	AT5G10720.1	n
AT5G10745.1	MSTRG.17336	AT5G10745	AT5G10745.1	=
AT5G10745.3	MSTRG.17336	AT5G10745	AT5G10745.3	=
AT5G10745.2	MSTRG.17336	AT5G10745	AT5G10745.2	=
AT5G10750.1	MSTRG.17337	AT5G10750	AT5G10750.1	=
AT5G10780.1	MSTRG.17339	AT5G10780	AT5G10780.1	=
AT5G10780.2	MSTRG.17339	AT5G10780	AT5G10780.2	=
AT5G10790.2	MSTRG.17340	AT5G10790	AT5G10790.2	=
AT5G10790.1	MSTRG.17340	AT5G10790	AT5G10790.1	=
AT5G10830.1	MSTRG.17342	AT5G10830	AT5G10830.1	=
AT5G01835.1	MSTRG.17344	AT5G01835	AT5G01835.1	=
AT5G10880.1	AT5G10880	AT5G10880	AT5G10880.1	=
MSTRG.17348.1	MSTRG.17348	NA	AT5G10920.1	k
AT5G10910.1	MSTRG.17348	AT5G10910	AT5G10910.1	=
AT5G10920.1	MSTRG.17348	AT5G10920	AT5G10920.1	=
AT5G10960.1	MSTRG.17352	AT5G10960	AT5G10960.1	=
AT5G10970.1	AT5G10970	AT5G10970	AT5G10970.1	=
AT5G10990.1	MSTRG.17354	AT5G10990	AT5G10990.1	=
AT5G11010.4	MSTRG.17356	AT5G11010	AT5G11010.4	=
AT5G11010.3	MSTRG.17356	AT5G11010	AT5G11010.3	=
AT5G11010.2	MSTRG.17356	AT5G11010	AT5G11010.2	=
AT5G11010.1	MSTRG.17356	AT5G11010	AT5G11010.1	=
AT5G11040.1	MSTRG.17359	AT5G11040	AT5G11040.1	=
MSTRG.17359.2	MSTRG.17359	NA	AT5G11040.1	j
AT5G11050.1	AT5G11050	AT5G11050	AT5G11050.1	=
AT5G11060.1	MSTRG.17360	AT5G11060	AT5G11060.1	=
MSTRG.17360.2	MSTRG.17360	NA	AT5G11060.1	j
AT5G11090.1	MSTRG.17363	AT5G11090	AT5G11090.1	=
AT5G11100.1	MSTRG.17364	AT5G11100	AT5G11100.1	=
MSTRG.17364.2	MSTRG.17364	NA	AT5G11100.1	n
AT5G11110.1	MSTRG.17365	AT5G11110	AT5G11110.1	=
AT5G11130.1	MSTRG.17366	AT5G11130	AT5G11130.1	=
AT5G11130.2	MSTRG.17366	AT5G11130	AT5G11130.2	=
AT5G11140.1	MSTRG.17367	AT5G11140	AT5G11140.1	=
AT5G11160.2	MSTRG.17369	AT5G11160	AT5G11160.2	=
AT5G11160.1	MSTRG.17369	AT5G11160	AT5G11160.1	=
AT5G11170.2	MSTRG.17370	AT5G11170	AT5G11170.2	=
AT5G11170.1	MSTRG.17370	AT5G11170	AT5G11170.1	=
MSTRG.17370.3	MSTRG.17370	NA	AT5G11200.2	j
MSTRG.17370.4	MSTRG.17370	NA	AT5G11200.2	j
AT5G11200.1	MSTRG.17370	AT5G11200	AT5G11200.1	=
AT5G11200.3	MSTRG.17370	AT5G11200	AT5G11200.3	=
AT5G11200.2	MSTRG.17370	AT5G11200	AT5G11200.2	=
AT5G11190.1	MSTRG.17373	AT5G11190	AT5G11190.1	=
AT5G11220.1	AT5G11220	AT5G11220	AT5G11220.1	=
AT5G11230.1	MSTRG.17375	AT5G11230	AT5G11230.1	=
AT5G11240.1	MSTRG.17376	AT5G11240	AT5G11240.1	=
AT5G11280.1	MSTRG.17380	AT5G11280	AT5G11280.1	=
MSTRG.17380.1	MSTRG.17380	NA	AT5G11290.2	k
AT5G11290.2	MSTRG.17380	AT5G11290	AT5G11290.2	=
AT5G11290.1	MSTRG.17380	AT5G11290	AT5G11290.2	=
MSTRG.17381.1	MSTRG.17381	NA	AT5G11310.1	j
AT5G11310.1	MSTRG.17381	AT5G11310	AT5G11310.1	=
AT5G11325.1	AT5G11325	AT5G11325	AT5G11325.1	=
AT5G11340.1	MSTRG.17384	AT5G11340	AT5G11340.1	=
AT5G11350.3	MSTRG.17384	AT5G11350	AT5G11350.3	=
AT5G11350.2	MSTRG.17384	AT5G11350	AT5G11350.2	=
AT5G11350.4	MSTRG.17384	AT5G11350	AT5G11350.4	=
AT5G11350.1	MSTRG.17384	AT5G11350	AT5G11350.1	=
MSTRG.17384.6	MSTRG.17384	NA	AT5G11350.1	j
AT5G11350.5	MSTRG.17384	AT5G11350	AT5G11350.5	=
AT5G11370.1	AT5G11370	AT5G11370	AT5G11370.1	=
AT5G11380.2	MSTRG.17386	AT5G11380	AT5G11380.2	=
AT5G11380.4	MSTRG.17386	AT5G11380	AT5G11380.4	=
AT5G11380.3	MSTRG.17386	AT5G11380	AT5G11380.3	=
AT5G11380.1	MSTRG.17386	AT5G11380	AT5G11380.1	=
MSTRG.17386.6	MSTRG.17386	NA	AT5G11380.1	j
MSTRG.17386.5	MSTRG.17386	NA	AT5G11380.1	k
AT5G11390.1	MSTRG.17386	AT5G11390	AT5G11390.1	=
AT5G11420.1	MSTRG.17388	AT5G11420	AT5G11420.1	=
AT5G11430.1	MSTRG.17389	AT5G11430	AT5G11430.1	=
AT5G11430.2	MSTRG.17389	AT5G11430	AT5G11430.2	=
AT5G11430.5	MSTRG.17389	AT5G11430	AT5G11430.5	=
AT5G11430.4	MSTRG.17389	AT5G11430	AT5G11430.4	=
MSTRG.17389.3	MSTRG.17389	NA	AT5G11430.1	j
AT5G11430.3	MSTRG.17389	AT5G11430	AT5G11430.3	=
AT5G11430.6	MSTRG.17389	AT5G11430	AT5G11430.6	=
AT5G11450.2	MSTRG.17392	AT5G11450	AT5G11450.2	=
AT5G11450.1	MSTRG.17392	AT5G11450	AT5G11450.2	=
AT5G11490.1	MSTRG.17396	AT5G11490	AT5G11490.1	=
AT5G11490.3	MSTRG.17396	AT5G11490	AT5G11490.3	=
AT5G11490.2	MSTRG.17396	AT5G11490	AT5G11490.2	=
AT5G11500.2	MSTRG.17397	AT5G11500	AT5G11500.2	=
AT5G11500.1	MSTRG.17397	AT5G11500	AT5G11500.1	=
MSTRG.17397.2	MSTRG.17397	NA	AT5G11510.3	j
AT5G11510.3	MSTRG.17397	AT5G11510	AT5G11510.3	=
AT5G11510.1	MSTRG.17397	AT5G11510	AT5G11510.1	=
AT5G11510.2	MSTRG.17397	AT5G11510	AT5G11510.2	=
AT5G11510.4	MSTRG.17397	AT5G11510	AT5G11510.4	=
MSTRG.17397.8	MSTRG.17397	NA	AT5G11510.3	j
AT5G11510.5	MSTRG.17397	AT5G11510	AT5G11510.5	=
AT5G11530.2	MSTRG.17399	AT5G11530	AT5G11530.2	=
AT5G11530.1	MSTRG.17399	AT5G11530	AT5G11530.1	=
AT5G11530.3	MSTRG.17399	AT5G11530	AT5G11530.3	=
MSTRG.17399.4	MSTRG.17399	NA	AT5G11530.2	j
AT5G11580.2	MSTRG.17403	AT5G11580	AT5G11580.2	=
AT5G11580.1	MSTRG.17403	AT5G11580	AT5G11580.1	=
MSTRG.17403.3	MSTRG.17403	NA	AT5G11580.1	j
AT5G11630.3	MSTRG.17405	AT5G11630	AT5G11630.3	=
AT5G11630.2	MSTRG.17405	AT5G11630	AT5G11630.2	=
AT5G11630.1	MSTRG.17405	AT5G11630	AT5G11630.1	=
MSTRG.17405.1	MSTRG.17405	NA	AT5G11640.1	k
MSTRG.17405.5	MSTRG.17405	NA	AT5G11640.1	k
AT5G11640.2	MSTRG.17405	AT5G11640	AT5G11640.2	=
AT5G11640.1	MSTRG.17405	AT5G11640	AT5G11640.1	=
AT5G11650.1	MSTRG.17406	AT5G11650	AT5G11650.1	=
MSTRG.17406.2	MSTRG.17406	NA	AT5G11650.2	j
AT5G11650.2	MSTRG.17406	AT5G11650	AT5G11650.2	=
AT5G11660.1	AT5G11660	AT5G11660	AT5G11660.1	=
AT5G11670.1	MSTRG.17407	AT5G11670	AT5G11670.1	=
AT5G11680.1	MSTRG.17408	AT5G11680	AT5G11680.1	=
MSTRG.17408.1	MSTRG.17408	NA	AT5G11680.1	k
AT5G11690.1	MSTRG.17408	AT5G11690	AT5G11690.1	=
AT5G11710.1	MSTRG.17410	AT5G11710	AT5G11710.1	=
AT5G11710.2	MSTRG.17410	AT5G11710	AT5G11710.2	=
AT5G11710.3	MSTRG.17410	AT5G11710	AT5G11710.3	=
MSTRG.17410.4	MSTRG.17410	NA	AT5G11710.1	j
AT5G11720.1	MSTRG.17410	AT5G11720	AT5G11720.1	=
MSTRG.17410.6	MSTRG.17410	NA	AT5G11720.1	j
AT5G11730.1	MSTRG.17411	AT5G11730	AT5G11730.1	=
MSTRG.17412.1	MSTRG.17412	NA	AT5G11740.1	k
AT5G11740.1	MSTRG.17412	AT5G11740	AT5G11740.1	=
AT5G01885.1	MSTRG.17413	AT5G01885	AT5G01885.1	=
AT5G11750.2	MSTRG.17414	AT5G11750	AT5G11750.2	=
AT5G11750.1	MSTRG.17414	AT5G11750	AT5G11750.1	=
AT5G11760.1	MSTRG.17415	AT5G11760	AT5G11760.1	=
AT5G11780.1	MSTRG.17417	AT5G11780	AT5G11780.1	=
AT5G11790.2	MSTRG.17418	AT5G11790	AT5G11790.2	=
AT5G11790.1	MSTRG.17418	AT5G11790	AT5G11790.1	=
MSTRG.17418.3	MSTRG.17418	NA	at5g01915	k
at5g01915	MSTRG.17418	AT5G01915	AT5G11790.2	c
AT5G11810.1	MSTRG.17420	AT5G11810	AT5G11810.1	=
AT5G11870.2	MSTRG.17425	AT5G11870	AT5G11870.2	=
AT5G11870.1	MSTRG.17425	AT5G11870	AT5G11870.1	=
AT5G11890.1	MSTRG.17427	AT5G11890	AT5G11890.1	=
AT5G11900.1	MSTRG.17428	AT5G11900	AT5G11900.1	=
MSTRG.17428.2	MSTRG.17428	NA	AT5G11900.1	j
AT5G11920.3	AT5G11920	AT5G11920	AT5G11920.3	=
AT5G11920.1	AT5G11920	AT5G11920	AT5G11920.1	=
AT5G11920.2	AT5G11920	AT5G11920	AT5G11920.2	=
AT5G11940.1	AT5G11940	AT5G11940	AT5G11940.1	=
AT5G11950.3	MSTRG.17430	AT5G11950	AT5G11950.3	=
AT5G11950.4	MSTRG.17430	AT5G11950	AT5G11950.4	=
AT5G11950.2	MSTRG.17430	AT5G11950	AT5G11950.2	=
AT5G11950.1	MSTRG.17430	AT5G11950	AT5G11950.1	=
AT5G11975.1	MSTRG.17433	AT5G11975	AT5G11975.1	=
at5g11977	AT5G11977	AT5G11977	at5g11977	=
AT5G12040.1	MSTRG.17440	AT5G12040	AT5G12040.1	=
AT5G12040.2	MSTRG.17440	AT5G12040	AT5G12040.2	=
AT5G12050.1	MSTRG.17441	AT5G12050	AT5G12050.1	=
AT5G12090.1	AT5G12090	AT5G12090	AT5G12090.1	=
AT5G12100.1	MSTRG.17443	AT5G12100	AT5G12100.1	=
AT5G12110.1	MSTRG.17444	AT5G12110	AT5G12110.1	=
AT5G12130.1	MSTRG.17446	AT5G12130	AT5G12130.1	=
MSTRG.17446.2	MSTRG.17446	NA	AT5G12130.1	j
